Room_Num,Hotel_ID,Room_type,Cost,Room_Capacity
13,4,Deluxe,1550,4
14,4,Single,7248,2
15,4,Suite,3231,3
16,4,Suite,5244,3
17,4,Suite,9840,4
18,4,Double,8597,2
19,4,Single,8627,4
20,4,Deluxe,7346,2
21,4,Deluxe,5082,4
22,4,Deluxe,7645,3
23,4,Suite,4278,1
24,4,Deluxe,2804,2
25,4,Double,1837,2
26,4,Single,9230,2
27,4,Deluxe,7611,3
28,4,Single,7441,4
29,4,Double,1384,1
30,4,Deluxe,7627,1
31,4,Suite,3703,1
32,4,Suite,7349,3
33,4,Suite,6548,1
34,4,Double,5615,1
35,4,Deluxe,7103,4
36,4,Double,6346,1
1,5,Double,5766,4
2,5,Deluxe,6108,2
3,5,Deluxe,6710,4
4,5,Single,8594,1
5,5,Suite,2950,2
6,5,Double,2848,2
7,5,Double,1522,1
8,5,Single,2281,1
9,5,Suite,1059,1
10,5,Single,4292,2
11,5,Double,7746,1
12,5,Suite,6271,1
13,5,Suite,6140,4
14,5,Double,9704,4
15,5,Single,3824,1
16,5,Suite,2843,2
17,5,Single,3747,3
18,5,Double,4867,4
19,5,Double,8143,4
20,5,Deluxe,3218,4
21,5,Deluxe,5148,4
22,5,Single,6648,2
23,5,Double,3299,4
24,5,Deluxe,2409,4
25,5,Suite,3984,2
26,5,Single,5483,2
27,5,Deluxe,3745,1
28,5,Double,9943,2
29,5,Suite,4562,2
30,5,Suite,6808,4
31,5,Single,3861,4
32,5,Deluxe,2320,3
33,5,Double,4094,1
34,5,Single,8907,3
35,5,Single,3214,2
36,5,Deluxe,4091,1
37,5,Deluxe,7478,2
38,5,Double,9520,3
39,5,Deluxe,8212,2
40,5,Single,6707,4
1,6,Deluxe,3970,1
2,6,Suite,6637,3
3,6,Single,4364,4
4,6,Single,2202,3
5,6,Suite,6095,1
6,6,Suite,3607,1
7,6,Deluxe,1753,1
8,6,Single,3121,4
9,6,Single,7052,4
10,6,Suite,4429,1
1,7,Deluxe,5629,2
2,7,Double,3252,1
3,7,Deluxe,9748,2
4,7,Deluxe,1060,3
5,7,Double,4395,4
6,7,Deluxe,2798,3
7,7,Single,4193,2
8,7,Suite,8230,4
9,7,Suite,3720,1
10,7,Deluxe,7479,2
11,7,Double,4220,4
12,7,Double,8458,4
13,7,Deluxe,7125,4
14,7,Single,1791,4
15,7,Deluxe,6176,2
16,7,Suite,1976,3
17,7,Double,8035,3
18,7,Single,7806,4
19,7,Deluxe,7064,1
20,7,Single,6612,1
21,7,Double,5344,2
22,7,Single,4212,2
23,7,Suite,7995,3
24,7,Double,1590,1
25,7,Single,4381,1
26,7,Single,8643,1
27,7,Single,2016,4
28,7,Deluxe,2683,3
29,7,Single,1726,2
30,7,Suite,4150,1
31,7,Double,7346,4
32,7,Double,4482,3
33,7,Single,9040,2
34,7,Suite,6672,2
35,7,Double,3092,3
36,7,Suite,4322,3
37,7,Suite,2535,4
38,7,Single,7125,1
39,7,Double,7837,1
40,7,Single,5332,1
41,7,Deluxe,9127,1
42,7,Single,7749,3
43,7,Suite,1491,4
44,7,Suite,1569,2
45,7,Deluxe,6984,1
46,7,Deluxe,3234,2
47,7,Double,1531,3
48,7,Deluxe,8908,4
49,7,Suite,7661,4
50,7,Deluxe,9621,3
51,7,Suite,7263,2
52,7,Double,1906,4
53,7,Double,4798,3
54,7,Suite,1057,4
55,7,Double,9964,4
56,7,Suite,2020,2
57,7,Deluxe,3631,4
1,8,Single,5264,2
2,8,Deluxe,9577,2
3,8,Double,1040,1
4,8,Deluxe,3788,4
5,8,Double,3354,4
6,8,Double,9521,4
7,8,Suite,5956,2
8,8,Single,4180,1
9,8,Deluxe,6477,4
10,8,Suite,5781,1
11,8,Suite,6731,2
12,8,Suite,8253,1
13,8,Suite,7528,4
14,8,Suite,2093,4
15,8,Deluxe,1539,2
1,9,Double,5656,4
2,9,Deluxe,7217,2
3,9,Suite,6847,1
4,9,Suite,1720,2
5,9,Suite,2500,4
6,9,Single,7514,2
7,9,Suite,4794,1
8,9,Deluxe,5950,1
9,9,Double,8032,4
10,9,Single,1226,2
11,9,Deluxe,5114,3
12,9,Single,8398,4
13,9,Deluxe,1831,4
14,9,Double,8755,1
15,9,Suite,8516,1
16,9,Single,1251,1
17,9,Single,1093,3
18,9,Suite,7962,2
19,9,Single,2047,3
20,9,Suite,9779,3
21,9,Single,4449,3
22,9,Suite,5157,4
1,10,Deluxe,9799,4
2,10,Suite,1896,4
3,10,Single,3148,4
4,10,Double,9365,3
5,10,Single,7286,4
6,10,Deluxe,3279,1
7,10,Single,9657,2
8,10,Double,5064,1
9,10,Suite,5643,1
10,10,Deluxe,4477,2
11,10,Deluxe,9227,4
12,10,Single,3601,3
13,10,Deluxe,2230,4
14,10,Deluxe,9321,3
15,10,Single,9871,2
16,10,Suite,1096,1
17,10,Double,7468,1
18,10,Deluxe,9210,4
19,10,Double,5105,1
20,10,Suite,9562,4
21,10,Suite,1062,4
22,10,Suite,2277,1
23,10,Double,9330,1
24,10,Deluxe,1140,4
25,10,Double,2331,1
26,10,Double,4774,4
27,10,Single,3475,2
28,10,Suite,7234,4
1,11,Deluxe,9559,2
2,11,Deluxe,4588,4
3,11,Suite,3267,2
4,11,Suite,7119,3
5,11,Deluxe,1699,2
6,11,Single,4414,2
7,11,Deluxe,4008,1
8,11,Single,8433,1
9,11,Suite,1366,1
10,11,Single,5249,4
11,11,Single,1211,2
12,11,Single,3126,3
1,12,Suite,4232,4
2,12,Deluxe,7690,3
3,12,Suite,8534,1
4,12,Deluxe,8659,2
5,12,Deluxe,5924,2
6,12,Double,4588,3
7,12,Deluxe,4608,4
8,12,Suite,2956,1
9,12,Double,1932,3
10,12,Suite,1137,2
1,13,Single,5303,1
2,13,Single,2847,3
3,13,Single,8243,4
4,13,Suite,7826,2
5,13,Double,3975,4
6,13,Double,2368,2
7,13,Single,5729,3
8,13,Single,8651,1
9,13,Suite,4467,3
10,13,Deluxe,1296,4
11,13,Deluxe,1378,4
12,13,Single,5745,2
13,13,Double,8756,3
14,13,Single,1734,4
15,13,Single,5970,3
16,13,Deluxe,5822,3
17,13,Single,4024,2
18,13,Deluxe,1850,2
19,13,Double,6380,3
20,13,Single,4711,2
21,13,Single,6969,3
22,13,Single,4362,3
23,13,Double,4258,3
24,13,Double,7647,4
25,13,Suite,6444,1
26,13,Double,9251,1
27,13,Suite,3137,3
28,13,Suite,9056,3
29,13,Double,8804,2
30,13,Double,4530,3
31,13,Suite,6666,1
1,14,Double,1482,3
2,14,Double,6092,4
3,14,Single,7942,2
4,14,Deluxe,5397,2
5,14,Deluxe,4931,3
6,14,Suite,3863,2
7,14,Suite,8998,3
8,14,Single,4508,1
9,14,Single,9738,4
10,14,Double,9486,3
11,14,Suite,9780,2
12,14,Single,9884,4
13,14,Double,8660,1
14,14,Suite,1187,2
15,14,Single,9483,2
16,14,Deluxe,7021,4
17,14,Single,2821,3
1,15,Suite,3304,3
2,15,Single,5626,3
3,15,Double,8397,4
4,15,Single,3122,2
5,15,Double,2083,4
1,16,Suite,9701,1
2,16,Single,7077,3
3,16,Suite,5929,3
4,16,Double,9888,1
5,16,Double,3200,1
6,16,Deluxe,1642,2
7,16,Suite,4173,4
1,17,Double,3470,2
2,17,Double,1106,4
3,17,Deluxe,4688,3
4,17,Deluxe,9502,2
5,17,Deluxe,3963,4
6,17,Double,7689,1
7,17,Suite,7745,3
8,17,Suite,7396,4
9,17,Suite,8714,2
10,17,Double,9886,2
11,17,Suite,1992,3
1,18,Deluxe,6072,3
2,18,Double,4761,4
3,18,Suite,5854,2
4,18,Suite,7221,1
5,18,Single,8786,3
6,18,Suite,9756,2
7,18,Single,5779,4
8,18,Suite,1747,3
1,19,Double,1533,1
2,19,Double,1562,2
3,19,Double,4500,4
4,19,Double,6916,4
5,19,Double,6016,1
6,19,Double,9083,2
7,19,Single,7595,3
1,20,Suite,6152,4
2,20,Double,3671,1
3,20,Deluxe,1750,3
4,20,Double,8561,4
5,20,Single,4188,3
6,20,Double,9165,2
7,20,Double,6566,1
8,20,Single,3657,2
9,20,Double,5446,4
10,20,Suite,3345,2
11,20,Double,1205,2
12,20,Suite,7008,4
13,20,Deluxe,6845,3
1,21,Deluxe,4250,2
2,21,Suite,4389,1
3,21,Single,5050,2
4,21,Single,8050,1
5,21,Double,4998,4
6,21,Deluxe,4063,3
7,21,Deluxe,3263,3
8,21,Single,4791,2
9,21,Suite,6380,4
10,21,Deluxe,5847,3
11,21,Single,6359,4
12,21,Suite,7225,4
13,21,Double,9054,4
14,21,Deluxe,3894,1
15,21,Double,5952,4
16,21,Suite,6476,3
17,21,Double,3850,4
18,21,Single,2113,4
19,21,Suite,7031,1
20,21,Double,6033,4
21,21,Single,5036,1
22,21,Suite,1396,4
23,21,Deluxe,9744,2
24,21,Single,2704,2
25,21,Double,9505,1
26,21,Deluxe,6548,3
27,21,Deluxe,3491,2
28,21,Deluxe,2636,4
29,21,Double,6023,1
30,21,Single,2435,3
31,21,Suite,1353,4
32,21,Double,6610,1
33,21,Suite,7275,1
34,21,Suite,8322,3
35,21,Single,9843,2
36,21,Single,5769,1
1,22,Single,3392,2
2,22,Double,9004,1
3,22,Double,9466,3
4,22,Deluxe,6328,1
5,22,Deluxe,6024,3
6,22,Single,6446,1
1,23,Suite,2804,4
2,23,Deluxe,4784,4
3,23,Deluxe,3970,2
4,23,Suite,6758,1
5,23,Deluxe,7802,2
1,24,Suite,1452,2
2,24,Double,8349,4
3,24,Deluxe,2640,3
4,24,Deluxe,7141,2
5,24,Double,5154,1
6,24,Suite,9028,1
7,24,Suite,6108,4
8,24,Suite,3131,3
9,24,Deluxe,3064,1
10,24,Suite,1816,1
11,24,Double,7975,3
12,24,Double,4665,3
13,24,Double,1355,3
14,24,Deluxe,3154,3
15,24,Double,9233,4
16,24,Single,7402,3
17,24,Deluxe,7669,3
18,24,Suite,1676,3
19,24,Deluxe,8559,2
20,24,Double,6345,3
21,24,Double,2706,1
22,24,Double,6232,3
23,24,Suite,1921,4
24,24,Suite,7297,2
25,24,Suite,6558,4
26,24,Single,6685,4
27,24,Double,4832,4
28,24,Deluxe,2069,2
29,24,Suite,6307,2
30,24,Suite,5830,1
31,24,Double,7975,2
32,24,Deluxe,6806,2
33,24,Single,6774,3
34,24,Deluxe,4142,3
35,24,Suite,3627,2
36,24,Deluxe,2427,4
37,24,Single,8767,3
38,24,Single,1805,2
39,24,Double,5319,2
40,24,Single,9855,1
41,24,Suite,4301,2
42,24,Suite,3256,3
1,25,Suite,5571,2
2,25,Suite,7550,4
3,25,Single,9155,4
4,25,Single,3690,3
5,25,Single,8453,4
6,25,Single,7390,4
1,26,Suite,1393,2
2,26,Double,3684,2
3,26,Deluxe,3655,2
4,26,Deluxe,7770,2
5,26,Single,8257,2
6,26,Deluxe,5239,1
7,26,Double,2433,4
8,26,Single,2588,1
9,26,Single,2332,2
10,26,Deluxe,1799,2
11,26,Deluxe,8068,2
12,26,Suite,9584,2
13,26,Single,4460,1
14,26,Double,6055,3
15,26,Deluxe,1959,4
1,27,Suite,7988,3
2,27,Suite,5120,3
3,27,Single,6717,3
4,27,Deluxe,2077,2
5,27,Deluxe,6601,4
6,27,Double,6157,1
1,28,Deluxe,7961,3
2,28,Single,1080,1
3,28,Deluxe,9232,2
4,28,Deluxe,4373,2
5,28,Suite,9087,2
6,28,Double,5615,4
1,29,Double,4432,4
2,29,Deluxe,4378,3
3,29,Deluxe,2089,4
4,29,Suite,5896,3
5,29,Suite,6101,3
6,29,Single,1384,3
7,29,Deluxe,7547,2
8,29,Double,3979,4
1,30,Deluxe,1393,3
2,30,Double,6140,4
3,30,Double,3775,1
4,30,Single,7891,3
5,30,Deluxe,4178,2
6,30,Double,5085,2
7,30,Single,3108,4
8,30,Suite,8992,1
9,30,Double,1613,1
10,30,Double,7484,2
11,30,Single,3186,3
12,30,Suite,6731,2
13,30,Deluxe,5715,3
14,30,Deluxe,7281,1
15,30,Suite,2541,1
16,30,Deluxe,4528,4
17,30,Suite,8835,4
18,30,Suite,1313,1
19,30,Deluxe,2701,1
20,30,Single,4818,1
21,30,Deluxe,5362,1
22,30,Deluxe,4653,1
23,30,Deluxe,8376,3
24,30,Suite,9422,4
25,30,Suite,6605,3
26,30,Double,7318,4
27,30,Double,1763,3
28,30,Deluxe,7038,4
29,30,Suite,5419,1
30,30,Double,3791,4
31,30,Double,6745,1
32,30,Double,3379,1
33,30,Deluxe,9278,3
34,30,Suite,1287,2
35,30,Suite,8158,2
36,30,Double,2071,1
37,30,Deluxe,7801,3
38,30,Suite,8006,3
39,30,Double,7680,2
40,30,Suite,7705,4
41,30,Suite,1406,1
42,30,Suite,2093,1
43,30,Single,6492,3
44,30,Deluxe,4234,2
45,30,Suite,3379,4
46,30,Single,1366,4
47,30,Suite,8875,3
48,30,Suite,1933,2
49,30,Double,4248,4
50,30,Double,1981,3
51,30,Double,4291,1
52,30,Single,6454,3
53,30,Suite,2357,3
54,30,Double,2978,2
55,30,Single,1322,3
56,30,Single,9540,1
57,30,Deluxe,8169,1
58,30,Single,3081,4
59,30,Suite,7997,3
60,30,Suite,4689,4
61,30,Single,5061,3
62,30,Deluxe,5027,2
63,30,Suite,4641,4
64,30,Deluxe,2094,3
65,30,Deluxe,2644,1
66,30,Single,4797,1
67,30,Single,6191,3
68,30,Suite,6353,1
69,30,Deluxe,3458,1
70,30,Single,4133,2
71,30,Suite,9056,2
72,30,Double,3507,3
73,30,Deluxe,3040,1
74,30,Deluxe,7558,1
75,30,Double,4283,1
76,30,Suite,3406,4
77,30,Deluxe,2802,3
78,30,Deluxe,4055,2
79,30,Suite,2274,3
80,30,Single,9667,1
81,30,Single,2073,3
82,30,Double,1480,1
83,30,Double,1521,3
84,30,Double,6528,4
85,30,Suite,6385,2
86,30,Deluxe,6386,2
87,30,Suite,9935,3
88,30,Single,1241,4
89,30,Suite,9554,2
90,30,Deluxe,4190,1
91,30,Double,6570,1
92,30,Double,3605,1
93,30,Single,2682,4
94,30,Single,2239,2
95,30,Double,7247,4
96,30,Suite,5498,3
97,30,Double,8611,1
98,30,Deluxe,8111,4
1,31,Deluxe,1948,3
2,31,Suite,9997,4
3,31,Double,2927,1
4,31,Single,8972,4
5,31,Deluxe,8621,4
6,31,Single,7567,4
7,31,Deluxe,5008,2
8,31,Deluxe,6362,2
9,31,Double,2303,3
10,31,Suite,7809,2
11,31,Single,1646,2
12,31,Suite,5039,2
13,31,Double,3622,4
14,31,Single,5855,4
15,31,Double,8995,3
16,31,Suite,7217,4
17,31,Double,5751,2
18,31,Single,1705,4
19,31,Deluxe,1787,4
20,31,Deluxe,7694,4
21,31,Single,2790,2
1,32,Suite,3703,4
2,32,Double,8863,2
3,32,Deluxe,3042,1
4,32,Double,4439,2
5,32,Deluxe,6031,3
6,32,Single,4582,3
7,32,Double,2861,1
8,32,Single,3191,2
9,32,Double,3038,2
10,32,Single,9012,3
11,32,Deluxe,3650,1
1,33,Deluxe,1446,4
2,33,Single,5704,3
3,33,Single,8562,4
4,33,Single,2989,4
5,33,Double,6850,2
6,33,Single,1996,1
7,33,Deluxe,4246,3
8,33,Suite,1506,1
9,33,Deluxe,2592,4
10,33,Suite,6308,4
11,33,Double,4024,3
12,33,Suite,9448,3
13,33,Deluxe,4014,1
14,33,Deluxe,7770,1
15,33,Double,7777,3
16,33,Deluxe,1360,1
17,33,Single,4186,2
18,33,Double,5029,4
19,33,Single,8446,1
20,33,Single,4104,3
21,33,Deluxe,8281,4
22,33,Suite,1248,3
23,33,Deluxe,1537,1
24,33,Deluxe,8309,3
25,33,Deluxe,8483,4
26,33,Double,8695,1
27,33,Double,4400,1
28,33,Single,3964,4
29,33,Suite,5443,1
30,33,Double,4151,1
31,33,Suite,9820,2
32,33,Suite,4949,3
33,33,Single,3209,4
34,33,Single,2038,1
35,33,Suite,4632,4
36,33,Single,7906,2
37,33,Single,6447,3
38,33,Deluxe,9376,3
39,33,Single,3485,1
40,33,Double,4125,2
41,33,Suite,5568,2
42,33,Deluxe,9578,4
43,33,Suite,6264,3
44,33,Deluxe,2995,3
45,33,Double,1734,3
46,33,Deluxe,3550,4
47,33,Single,5959,1
48,33,Double,8682,3
49,33,Deluxe,3505,3
50,33,Double,2622,3
51,33,Double,2368,3
52,33,Double,5031,1
53,33,Deluxe,9666,4
54,33,Suite,5181,1
55,33,Deluxe,5646,3
56,33,Suite,1410,1
57,33,Single,4059,2
58,33,Deluxe,8131,4
59,33,Deluxe,4122,3
60,33,Double,6838,1
61,33,Single,4149,4
62,33,Suite,7562,1
63,33,Single,9215,1
64,33,Double,8699,4
65,33,Double,1189,2
66,33,Suite,1995,3
67,33,Double,7501,3
1,34,Double,6154,2
2,34,Deluxe,7523,3
3,34,Suite,8680,2
4,34,Double,4853,4
5,34,Single,6794,1
6,34,Single,3187,4
7,34,Double,4301,1
8,34,Suite,4211,3
9,34,Single,7073,4
10,34,Single,7161,3
11,34,Suite,2701,3
12,34,Deluxe,1264,4
13,34,Single,7176,4
14,34,Suite,2079,1
15,34,Double,9472,2
16,34,Single,1148,4
17,34,Single,4493,2
18,34,Single,3143,2
19,34,Suite,6453,2
20,34,Deluxe,3595,3
21,34,Double,9636,2
22,34,Double,6136,2
23,34,Deluxe,4281,2
24,34,Double,6119,4
25,34,Double,8078,2
26,34,Suite,6557,2
27,34,Single,6463,4
28,34,Suite,3231,3
29,34,Single,5832,3
1,35,Deluxe,6266,1
2,35,Suite,3064,2
3,35,Double,1023,2
4,35,Deluxe,8804,4
5,35,Double,9510,3
6,35,Suite,9683,3
7,35,Suite,7302,4
8,35,Deluxe,8722,2
9,35,Suite,7252,1
10,35,Double,8986,4
11,35,Single,5618,3
12,35,Suite,5253,2
13,35,Single,1590,4
14,35,Single,8733,3
15,35,Deluxe,4928,3
16,35,Suite,4627,3
17,35,Double,5686,2
18,35,Suite,7851,3
19,35,Double,8393,2
20,35,Double,5099,3
21,35,Deluxe,3904,4
22,35,Deluxe,2101,4
23,35,Double,8948,2
24,35,Double,8087,1
25,35,Single,1209,2
26,35,Suite,3343,3
27,35,Double,5098,1
28,35,Double,5997,3
29,35,Single,3571,2
30,35,Suite,2841,4
31,35,Deluxe,4304,2
32,35,Single,9195,2
33,35,Suite,5785,2
34,35,Double,7171,2
35,35,Double,3119,1
36,35,Single,1781,4
37,35,Deluxe,8553,3
38,35,Suite,6848,3
39,35,Single,7729,1
40,35,Deluxe,7934,3
41,35,Double,6969,4
42,35,Suite,8240,2
43,35,Suite,4836,4
44,35,Single,9814,2
45,35,Suite,7059,4
1,36,Suite,4731,4
2,36,Suite,3153,2
3,36,Single,8109,1
4,36,Suite,7538,3
5,36,Single,3069,2
6,36,Single,4735,4
7,36,Suite,2309,1
8,36,Suite,5789,1
9,36,Double,4694,4
10,36,Suite,9894,2
11,36,Suite,4595,2
12,36,Deluxe,7356,1
13,36,Deluxe,3673,4
14,36,Double,7755,2
15,36,Single,6232,4
16,36,Deluxe,9524,3
17,36,Deluxe,3834,3
18,36,Suite,4153,3
19,36,Double,9210,2
20,36,Single,6433,2
21,36,Suite,4651,1
22,36,Suite,8445,3
23,36,Double,5293,2
24,36,Suite,8775,3
1,37,Suite,1003,2
2,37,Double,7744,3
3,37,Suite,4806,2
4,37,Deluxe,9111,3
5,37,Double,1524,4
6,37,Double,1309,4
7,37,Double,1385,3
8,37,Double,5031,3
9,37,Single,2431,2
10,37,Deluxe,2241,2
11,37,Suite,6866,4
12,37,Double,8315,4
13,37,Double,5542,2
14,37,Suite,9154,2
15,37,Deluxe,7706,1
16,37,Deluxe,2697,1
17,37,Double,2524,3
18,37,Double,4612,2
19,37,Deluxe,7900,2
20,37,Suite,4234,3
21,37,Single,5967,1
22,37,Deluxe,6163,3
23,37,Deluxe,1738,1
24,37,Single,1627,3
25,37,Deluxe,9849,3
26,37,Deluxe,2086,4
27,37,Deluxe,8832,2
28,37,Deluxe,6248,2
29,37,Single,3512,4
30,37,Double,1180,2
31,37,Suite,1975,2
32,37,Deluxe,6130,1
33,37,Deluxe,2785,3
34,37,Single,3840,2
35,37,Double,1082,3
36,37,Single,9201,3
37,37,Deluxe,4781,1
38,37,Suite,3511,3
39,37,Deluxe,1359,2
40,37,Deluxe,8196,2
41,37,Single,6407,3
42,37,Suite,8388,4
43,37,Double,8207,4
44,37,Double,6879,1
45,37,Single,5640,4
46,37,Double,2609,2
47,37,Double,7219,3
48,37,Single,1525,1
49,37,Suite,2575,3
50,37,Double,1015,4
51,37,Suite,7462,2
52,37,Double,8308,2
53,37,Double,9200,1
54,37,Single,9991,4
55,37,Double,5179,2
56,37,Suite,5673,4
57,37,Suite,7903,3
58,37,Double,2722,2
1,38,Double,6833,1
2,38,Single,9870,3
3,38,Deluxe,4155,3
4,38,Suite,6759,4
5,38,Double,1605,4
6,38,Single,5046,3
7,38,Suite,7261,4
8,38,Suite,7626,1
9,38,Deluxe,3415,1
10,38,Suite,6886,3
11,38,Deluxe,1438,3
12,38,Single,5710,2
13,38,Deluxe,5006,4
14,38,Suite,3377,1
15,38,Double,1789,2
16,38,Double,9757,1
17,38,Suite,4387,2
18,38,Single,5142,2
19,38,Double,1390,1
20,38,Single,1098,3
21,38,Suite,7148,1
22,38,Deluxe,8394,2
23,38,Single,10000,2
24,38,Single,2782,4
25,38,Double,2169,4
26,38,Double,2937,3
27,38,Double,8317,1
28,38,Double,4898,3
29,38,Deluxe,5270,1
30,38,Double,3617,2
31,38,Suite,5365,1
32,38,Double,7756,1
33,38,Double,5122,2
34,38,Single,6612,4
35,38,Single,1703,2
36,38,Single,3335,3
37,38,Suite,1864,4
38,38,Suite,8388,1
39,38,Deluxe,8754,4
40,38,Single,7242,1
41,38,Single,4760,3
42,38,Deluxe,2358,3
43,38,Suite,6154,1
44,38,Suite,8122,4
45,38,Suite,8047,4
46,38,Double,7390,4
