Class_Name,Price,Capacity,Class_Code,Train_ID
25_CC,1254,418,CC,25
25_EC,2576,277,EC,25
26_SLP,253,277,SLP,26
26_3AC,626,214,3AC,26
26_CC,1487,451,CC,26
26_EC,2113,275,EC,26
27_SLP,465,487,SLP,27
27_3AC,641,269,3AC,27
27_CC,1494,460,CC,27
27_EC,2912,261,EC,27
28_SLP,265,344,SLP,28
28_3AC,897,203,3AC,28
28_CC,1040,371,CC,28
28_EC,2407,261,EC,28
29_SLP,356,458,SLP,29
29_3AC,658,254,3AC,29
29_CC,1337,495,CC,29
29_EC,1897,269,EC,29
30_SLP,398,307,SLP,30
30_3AC,556,260,3AC,30
30_CC,1224,410,CC,30
30_EC,2517,357,EC,30
31_SLP,461,448,SLP,31
31_3AC,626,348,3AC,31
31_CC,1296,447,CC,31
31_EC,1704,459,EC,31
32_SLP,266,225,SLP,32
32_3AC,591,326,3AC,32
32_CC,1339,308,CC,32
32_EC,2347,326,EC,32
33_SLP,327,420,SLP,33
33_3AC,586,382,3AC,33
33_CC,1372,240,CC,33
33_EC,2631,466,EC,33
34_SLP,414,216,SLP,34
34_3AC,591,283,3AC,34
34_CC,1410,310,CC,34
34_EC,2178,286,EC,34
35_SLP,347,496,SLP,35
35_3AC,951,238,3AC,35
35_CC,1398,474,CC,35
35_EC,2486,492,EC,35
36_SLP,340,338,SLP,36
36_3AC,531,486,3AC,36
36_CC,1012,316,CC,36
36_EC,2619,459,EC,36
37_SLP,400,302,SLP,37
37_3AC,822,462,3AC,37
37_CC,1467,450,CC,37
37_EC,2858,232,EC,37
38_SLP,393,240,SLP,38
38_3AC,915,265,3AC,38
38_CC,1255,319,CC,38
38_EC,2964,476,EC,38
39_SLP,286,305,SLP,39
39_3AC,512,230,3AC,39
39_CC,1111,215,CC,39
39_EC,2195,496,EC,39
40_SLP,362,424,SLP,40
40_3AC,814,435,3AC,40
40_CC,1296,426,CC,40
40_EC,1762,210,EC,40
41_SLP,462,227,SLP,41
41_3AC,623,308,3AC,41
41_CC,1446,343,CC,41
41_EC,2673,437,EC,41
42_SLP,385,324,SLP,42
42_3AC,841,255,3AC,42
42_CC,1319,446,CC,42
42_EC,2381,459,EC,42
43_SLP,410,467,SLP,43
43_3AC,706,306,3AC,43
43_CC,1083,352,CC,43
43_EC,2199,323,EC,43
44_SLP,467,423,SLP,44
44_3AC,891,331,3AC,44
44_CC,1354,303,CC,44
44_EC,1605,413,EC,44
45_SLP,436,462,SLP,45
45_3AC,674,334,3AC,45
45_CC,1001,399,CC,45
45_EC,2820,287,EC,45
46_SLP,372,243,SLP,46
46_3AC,584,369,3AC,46
46_CC,1128,483,CC,46
46_EC,1979,334,EC,46
47_SLP,315,278,SLP,47
47_3AC,822,292,3AC,47
47_CC,1134,467,CC,47
47_EC,2927,256,EC,47
48_SLP,477,345,SLP,48
48_3AC,834,357,3AC,48
48_CC,1337,490,CC,48
48_EC,1789,204,EC,48
49_SLP,467,474,SLP,49
49_3AC,632,329,3AC,49
49_CC,1104,381,CC,49
49_EC,2742,495,EC,49
50_SLP,315,230,SLP,50
50_3AC,581,208,3AC,50
50_CC,1163,498,CC,50
50_EC,2880,327,EC,50
51_SLP,251,335,SLP,51
51_3AC,704,235,3AC,51
51_CC,1417,398,CC,51
51_EC,2933,229,EC,51
52_SLP,330,443,SLP,52
52_3AC,879,488,3AC,52
52_CC,1458,390,CC,52
52_EC,2708,241,EC,52
53_SLP,427,481,SLP,53
53_3AC,588,277,3AC,53
53_CC,1492,268,CC,53
53_EC,1711,484,EC,53
54_SLP,263,268,SLP,54
54_3AC,531,211,3AC,54
54_CC,1368,321,CC,54
54_EC,2872,336,EC,54
55_SLP,364,265,SLP,55
55_3AC,577,331,3AC,55
55_CC,1094,391,CC,55
55_EC,2853,482,EC,55
56_SLP,351,423,SLP,56
56_3AC,633,287,3AC,56
56_CC,1345,412,CC,56
56_EC,2769,287,EC,56
57_SLP,401,216,SLP,57
57_3AC,963,204,3AC,57
57_CC,1396,479,CC,57
57_EC,2379,268,EC,57
58_SLP,286,232,SLP,58
58_3AC,807,434,3AC,58
58_CC,1305,304,CC,58
58_EC,1741,315,EC,58
59_SLP,491,219,SLP,59
59_3AC,977,306,3AC,59
59_CC,1231,495,CC,59
59_EC,2427,351,EC,59
60_SLP,351,302,SLP,60
60_3AC,500,359,3AC,60
60_CC,1455,475,CC,60
60_EC,1533,347,EC,60
61_SLP,344,260,SLP,61
61_3AC,804,267,3AC,61
61_CC,1004,422,CC,61
61_EC,1627,487,EC,61
62_SLP,410,214,SLP,62
62_3AC,710,454,3AC,62
62_CC,1211,448,CC,62
62_EC,2420,207,EC,62
63_SLP,297,317,SLP,63
63_3AC,866,309,3AC,63
63_CC,1285,210,CC,63
63_EC,1990,352,EC,63
64_SLP,378,491,SLP,64
64_3AC,889,299,3AC,64
64_CC,1315,220,CC,64
64_EC,1969,211,EC,64
65_SLP,464,421,SLP,65
65_3AC,800,228,3AC,65
65_CC,1141,306,CC,65
65_EC,2119,447,EC,65
66_SLP,478,500,SLP,66
66_3AC,677,326,3AC,66
66_CC,1035,391,CC,66
66_EC,2710,342,EC,66
67_SLP,280,470,SLP,67
67_3AC,827,280,3AC,67
67_CC,1497,247,CC,67
67_EC,2570,329,EC,67
68_SLP,394,435,SLP,68
68_3AC,736,406,3AC,68
68_CC,1434,463,CC,68
68_EC,1651,359,EC,68
69_SLP,367,339,SLP,69
69_3AC,572,347,3AC,69
69_CC,1398,385,CC,69
69_EC,2082,278,EC,69
70_SLP,369,435,SLP,70
70_3AC,868,394,3AC,70
70_CC,1283,280,CC,70
70_EC,1687,397,EC,70
71_SLP,477,226,SLP,71
71_3AC,789,288,3AC,71
71_CC,1370,263,CC,71
71_EC,2786,415,EC,71
72_SLP,415,328,SLP,72
72_3AC,696,373,3AC,72
72_CC,1256,445,CC,72
72_EC,2867,268,EC,72
73_SLP,410,345,SLP,73
73_3AC,610,376,3AC,73
73_CC,1151,326,CC,73
73_EC,1787,392,EC,73
74_SLP,395,241,SLP,74
74_3AC,930,283,3AC,74
74_CC,1438,403,CC,74
74_EC,2508,481,EC,74
75_SLP,304,455,SLP,75
75_3AC,686,288,3AC,75
75_CC,1223,428,CC,75
75_EC,2730,413,EC,75
76_SLP,468,452,SLP,76
76_3AC,937,351,3AC,76
76_CC,1105,220,CC,76
76_EC,2319,289,EC,76
77_SLP,272,349,SLP,77
77_3AC,749,414,3AC,77
77_CC,1043,420,CC,77
77_EC,2672,344,EC,77
78_SLP,251,325,SLP,78
78_3AC,865,467,3AC,78
78_CC,1040,298,CC,78
78_EC,1901,242,EC,78
79_SLP,451,407,SLP,79
79_3AC,778,342,3AC,79
79_CC,1036,464,CC,79
79_EC,2949,291,EC,79
80_SLP,440,385,SLP,80
80_3AC,523,391,3AC,80
80_CC,1277,226,CC,80
80_EC,2401,402,EC,80
81_SLP,492,241,SLP,81
81_3AC,639,444,3AC,81
81_CC,1125,245,CC,81
81_EC,2379,361,EC,81
82_SLP,413,412,SLP,82
82_3AC,969,412,3AC,82
82_CC,1084,363,CC,82
82_EC,2269,304,EC,82
83_SLP,455,209,SLP,83
83_3AC,752,464,3AC,83
83_CC,1220,365,CC,83
83_EC,1675,256,EC,83
84_SLP,295,349,SLP,84
84_3AC,899,494,3AC,84
84_CC,1232,305,CC,84
84_EC,2601,479,EC,84
85_SLP,277,288,SLP,85
85_3AC,729,375,3AC,85
85_CC,1425,312,CC,85
85_EC,2653,289,EC,85
86_SLP,468,233,SLP,86
86_3AC,728,261,3AC,86
86_CC,1116,246,CC,86
86_EC,2148,315,EC,86
87_SLP,284,354,SLP,87
87_3AC,833,471,3AC,87
87_CC,1226,356,CC,87
87_EC,1595,497,EC,87
88_SLP,345,317,SLP,88
88_3AC,600,245,3AC,88
88_CC,1268,369,CC,88
88_EC,1826,203,EC,88
89_SLP,255,473,SLP,89
89_3AC,576,342,3AC,89
89_CC,1019,296,CC,89
89_EC,1671,257,EC,89
90_SLP,267,401,SLP,90
90_3AC,666,223,3AC,90
90_CC,1492,348,CC,90
90_EC,1778,499,EC,90
91_SLP,461,427,SLP,91
91_3AC,905,478,3AC,91
91_CC,1261,396,CC,91
91_EC,2771,243,EC,91
92_SLP,453,475,SLP,92
92_3AC,542,373,3AC,92
92_CC,1039,387,CC,92
92_EC,2893,208,EC,92
93_SLP,469,287,SLP,93
93_3AC,627,361,3AC,93
93_CC,1495,467,CC,93
93_EC,1611,470,EC,93
94_SLP,265,499,SLP,94
94_3AC,890,444,3AC,94
94_CC,1411,297,CC,94
94_EC,1910,285,EC,94
95_SLP,312,204,SLP,95
95_3AC,514,246,3AC,95
95_CC,1466,375,CC,95
95_EC,2205,373,EC,95
96_SLP,396,433,SLP,96
96_3AC,616,338,3AC,96
96_CC,1488,483,CC,96
96_EC,1850,220,EC,96
97_SLP,274,202,SLP,97
97_3AC,755,373,3AC,97
97_CC,1286,421,CC,97
97_EC,2041,494,EC,97
98_SLP,274,425,SLP,98
98_3AC,707,427,3AC,98
98_CC,1157,370,CC,98
98_EC,2692,434,EC,98
99_SLP,376,488,SLP,99
99_3AC,646,243,3AC,99
99_CC,1397,355,CC,99
99_EC,1591,420,EC,99
100_SLP,381,372,SLP,100
100_3AC,568,202,3AC,100
100_CC,1169,381,CC,100
100_EC,2281,444,EC,100
101_SLP,396,418,SLP,101
101_3AC,622,313,3AC,101
101_CC,1068,258,CC,101
101_EC,2582,313,EC,101
102_SLP,489,438,SLP,102
102_3AC,693,363,3AC,102
102_CC,1164,411,CC,102
102_EC,2947,478,EC,102
103_SLP,398,459,SLP,103
103_3AC,686,462,3AC,103
103_CC,1032,374,CC,103
103_EC,1928,493,EC,103
104_SLP,359,492,SLP,104
104_3AC,747,271,3AC,104
104_CC,1019,213,CC,104
104_EC,2385,393,EC,104
105_SLP,478,337,SLP,105
105_3AC,537,479,3AC,105
105_CC,1391,267,CC,105
105_EC,1700,345,EC,105
106_SLP,326,345,SLP,106
106_3AC,853,467,3AC,106
106_CC,1480,304,CC,106
106_EC,2495,425,EC,106
107_SLP,460,340,SLP,107
107_3AC,782,212,3AC,107
107_CC,1113,275,CC,107
107_EC,1930,204,EC,107
108_SLP,316,441,SLP,108
108_3AC,948,435,3AC,108
108_CC,1039,410,CC,108
108_EC,1735,260,EC,108
109_SLP,493,233,SLP,109
109_3AC,943,343,3AC,109
109_CC,1369,238,CC,109
109_EC,2727,481,EC,109
110_SLP,337,487,SLP,110
110_3AC,701,208,3AC,110
110_CC,1494,247,CC,110
110_EC,1974,489,EC,110
111_SLP,378,225,SLP,111
111_3AC,929,449,3AC,111
111_CC,1306,453,CC,111
111_EC,1795,328,EC,111
112_SLP,484,416,SLP,112
112_3AC,654,214,3AC,112
112_CC,1299,281,CC,112
112_EC,2400,200,EC,112
113_SLP,463,244,SLP,113
113_3AC,582,483,3AC,113
113_CC,1182,241,CC,113
113_EC,1960,417,EC,113
114_SLP,372,430,SLP,114
114_3AC,683,324,3AC,114
114_CC,1157,324,CC,114
114_EC,2952,290,EC,114
115_SLP,312,417,SLP,115
115_3AC,734,265,3AC,115
115_CC,1338,261,CC,115
115_EC,2374,266,EC,115
116_SLP,365,295,SLP,116
116_3AC,509,225,3AC,116
116_CC,1316,487,CC,116
116_EC,1816,307,EC,116
117_SLP,425,251,SLP,117
117_3AC,700,223,3AC,117
117_CC,1218,433,CC,117
117_EC,1663,379,EC,117
118_SLP,331,337,SLP,118
118_3AC,916,488,3AC,118
118_CC,1462,443,CC,118
118_EC,2369,283,EC,118
119_SLP,493,244,SLP,119
119_3AC,986,462,3AC,119
119_CC,1293,346,CC,119
119_EC,2714,211,EC,119
120_SLP,389,472,SLP,120
120_3AC,846,378,3AC,120
120_CC,1302,214,CC,120
120_EC,2626,263,EC,120
121_SLP,346,311,SLP,121
121_3AC,786,298,3AC,121
121_CC,1094,403,CC,121
121_EC,2932,408,EC,121
122_SLP,381,302,SLP,122
122_3AC,588,280,3AC,122
122_CC,1174,354,CC,122
122_EC,2190,365,EC,122
123_SLP,450,267,SLP,123
123_3AC,676,370,3AC,123
123_CC,1016,352,CC,123
123_EC,1652,297,EC,123
124_SLP,368,392,SLP,124
124_3AC,841,440,3AC,124
124_CC,1004,375,CC,124
124_EC,1682,465,EC,124
125_SLP,415,416,SLP,125
125_3AC,872,213,3AC,125
125_CC,1056,403,CC,125
125_EC,2642,291,EC,125
126_SLP,447,371,SLP,126
126_3AC,770,372,3AC,126
126_CC,1486,213,CC,126
126_EC,1689,272,EC,126
127_SLP,418,424,SLP,127
127_3AC,772,292,3AC,127
127_CC,1148,409,CC,127
127_EC,2021,388,EC,127
128_SLP,252,254,SLP,128
128_3AC,802,364,3AC,128
128_CC,1344,291,CC,128
128_EC,1710,438,EC,128
129_SLP,281,308,SLP,129
129_3AC,967,403,3AC,129
129_CC,1241,244,CC,129
129_EC,2983,460,EC,129
130_SLP,471,450,SLP,130
130_3AC,898,325,3AC,130
130_CC,1304,375,CC,130
130_EC,2614,263,EC,130
131_SLP,325,381,SLP,131
131_3AC,634,329,3AC,131
131_CC,1335,347,CC,131
131_EC,2859,463,EC,131
132_SLP,364,270,SLP,132
132_3AC,682,336,3AC,132
132_CC,1010,266,CC,132
132_EC,1895,391,EC,132
133_SLP,254,428,SLP,133
133_3AC,938,407,3AC,133
133_CC,1010,413,CC,133
133_EC,1844,243,EC,133
134_SLP,310,458,SLP,134
134_3AC,948,392,3AC,134
134_CC,1277,434,CC,134
134_EC,2546,498,EC,134
135_SLP,499,315,SLP,135
135_3AC,837,308,3AC,135
135_CC,1225,453,CC,135
135_EC,1574,332,EC,135
136_SLP,371,429,SLP,136
136_3AC,558,220,3AC,136
136_CC,1305,426,CC,136
136_EC,1851,461,EC,136
137_SLP,348,387,SLP,137
137_3AC,788,347,3AC,137
137_CC,1189,278,CC,137
137_EC,2487,296,EC,137
138_SLP,348,453,SLP,138
138_3AC,957,317,3AC,138
138_CC,1484,323,CC,138
138_EC,1868,449,EC,138
139_SLP,403,486,SLP,139
139_3AC,629,212,3AC,139
139_CC,1362,259,CC,139
139_EC,2729,459,EC,139
140_SLP,255,414,SLP,140
140_3AC,716,440,3AC,140
140_CC,1272,422,CC,140
140_EC,2443,324,EC,140
141_SLP,278,239,SLP,141
141_3AC,834,236,3AC,141
141_CC,1285,285,CC,141
141_EC,1518,414,EC,141
142_SLP,314,446,SLP,142
142_3AC,923,381,3AC,142
142_CC,1051,330,CC,142
142_EC,2062,345,EC,142
143_SLP,420,431,SLP,143
143_3AC,518,415,3AC,143
143_CC,1489,212,CC,143
143_EC,2041,484,EC,143
144_SLP,446,473,SLP,144
144_3AC,653,414,3AC,144
144_CC,1015,453,CC,144
144_EC,1887,339,EC,144
145_SLP,324,469,SLP,145
145_3AC,631,419,3AC,145
145_CC,1280,216,CC,145
145_EC,1884,347,EC,145
146_SLP,428,284,SLP,146
146_3AC,778,438,3AC,146
146_CC,1060,446,CC,146
146_EC,2301,428,EC,146
147_SLP,286,372,SLP,147
147_3AC,762,292,3AC,147
147_CC,1437,261,CC,147
147_EC,2278,380,EC,147
148_SLP,370,485,SLP,148
148_3AC,921,277,3AC,148
148_CC,1313,321,CC,148
148_EC,2264,476,EC,148
149_SLP,481,293,SLP,149
149_3AC,894,346,3AC,149
149_CC,1311,433,CC,149
149_EC,1973,324,EC,149
150_SLP,272,316,SLP,150
150_3AC,581,252,3AC,150
150_CC,1393,290,CC,150
150_EC,2489,386,EC,150
151_SLP,474,393,SLP,151
151_3AC,954,264,3AC,151
151_CC,1414,500,CC,151
151_EC,2994,226,EC,151
152_SLP,481,474,SLP,152
152_3AC,618,335,3AC,152
152_CC,1386,221,CC,152
152_EC,1604,293,EC,152
153_SLP,483,292,SLP,153
153_3AC,515,228,3AC,153
153_CC,1209,312,CC,153
153_EC,1868,315,EC,153
154_SLP,487,421,SLP,154
154_3AC,534,460,3AC,154
154_CC,1144,212,CC,154
154_EC,2553,235,EC,154
155_SLP,444,405,SLP,155
155_3AC,598,200,3AC,155
155_CC,1248,416,CC,155
155_EC,2694,500,EC,155
156_SLP,280,449,SLP,156
156_3AC,913,477,3AC,156
156_CC,1435,230,CC,156
156_EC,2226,274,EC,156
157_SLP,260,459,SLP,157
157_3AC,609,401,3AC,157
157_CC,1477,229,CC,157
157_EC,2337,352,EC,157
158_SLP,260,480,SLP,158
158_3AC,961,344,3AC,158
158_CC,1436,437,CC,158
158_EC,2302,493,EC,158
159_SLP,408,432,SLP,159
159_3AC,958,468,3AC,159
159_CC,1258,244,CC,159
159_EC,2125,229,EC,159
160_SLP,339,415,SLP,160
160_3AC,723,253,3AC,160
160_CC,1332,421,CC,160
160_EC,1868,383,EC,160
161_SLP,266,254,SLP,161
161_3AC,770,292,3AC,161
161_CC,1159,293,CC,161
161_EC,1523,392,EC,161
162_SLP,417,209,SLP,162
162_3AC,535,413,3AC,162
162_CC,1285,417,CC,162
162_EC,1960,379,EC,162
163_SLP,373,250,SLP,163
163_3AC,939,439,3AC,163
163_CC,1339,279,CC,163
163_EC,2159,364,EC,163
164_SLP,305,335,SLP,164
164_3AC,528,331,3AC,164
164_CC,1321,388,CC,164
164_EC,2016,294,EC,164
165_SLP,330,387,SLP,165
165_3AC,959,221,3AC,165
165_CC,1466,448,CC,165
165_EC,2534,212,EC,165
166_SLP,405,380,SLP,166
166_3AC,990,238,3AC,166
166_CC,1298,394,CC,166
166_EC,2973,377,EC,166
167_SLP,303,430,SLP,167
167_3AC,794,353,3AC,167
167_CC,1439,301,CC,167
167_EC,2319,220,EC,167
168_SLP,464,397,SLP,168
168_3AC,830,417,3AC,168
168_CC,1360,384,CC,168
168_EC,2098,444,EC,168
169_SLP,421,364,SLP,169
169_3AC,730,244,3AC,169
169_CC,1084,354,CC,169
169_EC,2930,292,EC,169
170_SLP,442,212,SLP,170
170_3AC,548,244,3AC,170
170_CC,1316,202,CC,170
170_EC,1574,271,EC,170
171_SLP,338,339,SLP,171
171_3AC,915,420,3AC,171
171_CC,1370,311,CC,171
171_EC,2762,204,EC,171
172_SLP,433,211,SLP,172
172_3AC,583,400,3AC,172
172_CC,1126,347,CC,172
172_EC,2008,229,EC,172
173_SLP,399,221,SLP,173
173_3AC,731,377,3AC,173
173_CC,1326,226,CC,173
173_EC,2236,312,EC,173
174_SLP,261,278,SLP,174
174_3AC,841,337,3AC,174
174_CC,1373,476,CC,174
174_EC,2822,249,EC,174
175_SLP,287,331,SLP,175
175_3AC,680,465,3AC,175
175_CC,1105,337,CC,175
175_EC,2784,453,EC,175
176_SLP,498,440,SLP,176
176_3AC,982,288,3AC,176
176_CC,1426,424,CC,176
176_EC,1869,323,EC,176
177_SLP,282,498,SLP,177
177_3AC,730,454,3AC,177
177_CC,1109,389,CC,177
177_EC,2620,207,EC,177
178_SLP,420,297,SLP,178
178_3AC,831,267,3AC,178
178_CC,1099,293,CC,178
178_EC,2081,238,EC,178
179_SLP,417,399,SLP,179
179_3AC,747,393,3AC,179
179_CC,1202,275,CC,179
179_EC,1893,428,EC,179
180_SLP,354,471,SLP,180
180_3AC,673,243,3AC,180
180_CC,1346,295,CC,180
180_EC,2106,286,EC,180
181_SLP,480,454,SLP,181
181_3AC,801,335,3AC,181
181_CC,1367,372,CC,181
181_EC,1720,386,EC,181
182_SLP,252,234,SLP,182
182_3AC,614,253,3AC,182
182_CC,1099,457,CC,182
182_EC,2473,445,EC,182
183_SLP,462,221,SLP,183
183_3AC,807,374,3AC,183
183_CC,1259,301,CC,183
183_EC,2758,246,EC,183
184_SLP,394,471,SLP,184
184_3AC,781,309,3AC,184
184_CC,1265,289,CC,184
184_EC,2740,345,EC,184
185_SLP,345,468,SLP,185
185_3AC,965,336,3AC,185
185_CC,1128,367,CC,185
185_EC,2752,452,EC,185
186_SLP,468,425,SLP,186
186_3AC,617,348,3AC,186
186_CC,1454,467,CC,186
186_EC,1693,399,EC,186
187_SLP,338,290,SLP,187
187_3AC,558,258,3AC,187
187_CC,1224,345,CC,187
187_EC,1897,332,EC,187
188_SLP,332,448,SLP,188
188_3AC,572,312,3AC,188
188_CC,1068,344,CC,188
188_EC,2038,269,EC,188
189_SLP,350,435,SLP,189
189_3AC,990,306,3AC,189
189_CC,1475,221,CC,189
189_EC,2527,455,EC,189
190_SLP,486,416,SLP,190
190_3AC,777,233,3AC,190
190_CC,1136,310,CC,190
190_EC,2438,310,EC,190
191_SLP,283,285,SLP,191
191_3AC,940,446,3AC,191
191_CC,1192,460,CC,191
191_EC,2236,389,EC,191
192_SLP,289,278,SLP,192
192_3AC,893,233,3AC,192
192_CC,1425,215,CC,192
192_EC,2242,453,EC,192
193_SLP,420,310,SLP,193
193_3AC,744,485,3AC,193
193_CC,1116,358,CC,193
193_EC,2407,433,EC,193
194_SLP,434,232,SLP,194
194_3AC,602,426,3AC,194
194_CC,1310,460,CC,194
194_EC,1790,428,EC,194
195_SLP,457,243,SLP,195
195_3AC,934,310,3AC,195
195_CC,1376,386,CC,195
195_EC,1869,293,EC,195
196_SLP,366,496,SLP,196
196_3AC,638,324,3AC,196
196_CC,1095,328,CC,196
196_EC,2743,219,EC,196
197_SLP,322,351,SLP,197
197_3AC,599,200,3AC,197
197_CC,1361,285,CC,197
197_EC,1958,319,EC,197
198_SLP,474,422,SLP,198
198_3AC,783,308,3AC,198
198_CC,1173,456,CC,198
198_EC,2924,281,EC,198
199_SLP,466,459,SLP,199
199_3AC,771,317,3AC,199
199_CC,1428,478,CC,199
199_EC,2541,461,EC,199
200_SLP,423,367,SLP,200
200_3AC,595,316,3AC,200
200_CC,1357,311,CC,200
200_EC,2034,434,EC,200
201_SLP,488,386,SLP,201
201_3AC,607,342,3AC,201
201_CC,1184,436,CC,201
201_EC,2853,480,EC,201
202_SLP,497,251,SLP,202
202_3AC,895,305,3AC,202
202_CC,1256,290,CC,202
202_EC,2045,247,EC,202
203_SLP,459,248,SLP,203
203_3AC,826,372,3AC,203
203_CC,1464,381,CC,203
203_EC,1538,281,EC,203
204_SLP,345,418,SLP,204
204_3AC,597,405,3AC,204
204_CC,1500,470,CC,204
204_EC,2810,476,EC,204
205_SLP,414,498,SLP,205
205_3AC,575,477,3AC,205
205_CC,1017,263,CC,205
205_EC,1886,376,EC,205
206_SLP,271,269,SLP,206
206_3AC,685,241,3AC,206
206_CC,1462,243,CC,206
206_EC,2619,269,EC,206
207_SLP,376,324,SLP,207
207_3AC,928,307,3AC,207
207_CC,1452,330,CC,207
207_EC,2304,242,EC,207
208_SLP,389,201,SLP,208
208_3AC,793,484,3AC,208
208_CC,1181,452,CC,208
208_EC,2949,383,EC,208
209_SLP,287,306,SLP,209
209_3AC,764,408,3AC,209
209_CC,1095,290,CC,209
209_EC,2693,481,EC,209
210_SLP,461,333,SLP,210
210_3AC,930,448,3AC,210
210_CC,1150,297,CC,210
210_EC,2330,443,EC,210
211_SLP,275,415,SLP,211
211_3AC,660,422,3AC,211
211_CC,1101,428,CC,211
211_EC,2262,480,EC,211
212_SLP,326,391,SLP,212
212_3AC,703,396,3AC,212
212_CC,1368,376,CC,212
212_EC,1563,358,EC,212
213_SLP,385,337,SLP,213
213_3AC,818,301,3AC,213
213_CC,1485,490,CC,213
213_EC,2168,239,EC,213
214_SLP,499,491,SLP,214
214_3AC,898,282,3AC,214
214_CC,1359,272,CC,214
214_EC,2657,405,EC,214
215_SLP,352,487,SLP,215
215_3AC,905,282,3AC,215
215_CC,1345,221,CC,215
215_EC,2008,413,EC,215
216_SLP,466,452,SLP,216
216_3AC,865,206,3AC,216
216_CC,1069,255,CC,216
216_EC,2945,374,EC,216
217_SLP,408,490,SLP,217
217_3AC,680,272,3AC,217
217_CC,1334,484,CC,217
217_EC,1502,366,EC,217
218_SLP,357,294,SLP,218
218_3AC,806,283,3AC,218
218_CC,1310,442,CC,218
218_EC,2008,383,EC,218
219_SLP,462,275,SLP,219
219_3AC,773,216,3AC,219
219_CC,1492,330,CC,219
219_EC,1581,466,EC,219
220_SLP,477,376,SLP,220
220_3AC,732,474,3AC,220
220_CC,1343,298,CC,220
220_EC,1936,394,EC,220
221_SLP,284,487,SLP,221
221_3AC,571,312,3AC,221
221_CC,1212,396,CC,221
221_EC,2190,323,EC,221
222_SLP,419,379,SLP,222
222_3AC,907,242,3AC,222
222_CC,1337,281,CC,222
222_EC,1711,301,EC,222
223_SLP,497,429,SLP,223
223_3AC,931,421,3AC,223
223_CC,1364,224,CC,223
223_EC,1529,486,EC,223
224_SLP,414,337,SLP,224
224_3AC,683,385,3AC,224
224_CC,1390,327,CC,224
224_EC,1573,482,EC,224
225_SLP,380,477,SLP,225
225_3AC,760,315,3AC,225
225_CC,1143,247,CC,225
